Dataset,N,Node,H_norm,max_prob,tau_v,Decision,tau_max_dynamic,tau_min_dynamic
Cora,2708,347,0.014683,0.996398,0.986724,Keep original,0.989661,0.789661
Cora,2708,348,0.014692,0.996513,0.986723,Keep original,0.989661,0.789661
Cora,2708,349,0.319107,0.855435,0.92584,Accept refinement,0.989661,0.789661
Cora,2708,350,0.004105,0.999172,0.98884,Keep original,0.989661,0.789661
Cora,2708,351,0.462863,0.773648,0.897088,Accept refinement,0.989661,0.789661
Cora,2708,352,0.131879,0.951702,0.963285,Accept refinement,0.989661,0.789661
Cora,2708,353,0.515321,0.7295,0.886597,Accept refinement,0.989661,0.789661
Cora,2708,354,0.053684,0.982651,0.978924,Keep original,0.989661,0.789661
Cora,2708,355,0.588527,0.60305,0.871956,Accept refinement,0.989661,0.789661
Cora,2708,356,0.713957,0.39356,0.84687,Accept refinement,0.989661,0.789661
Cora,2708,357,0.061046,0.982137,0.977452,Keep original,0.989661,0.789661
Cora,2708,358,0.017855,0.995747,0.98609,Keep original,0.989661,0.789661
Cora,2708,359,0.62253,0.420666,0.865155,Accept refinement,0.989661,0.789661
Cora,2708,360,0.257865,0.891815,0.938088,Accept refinement,0.989661,0.789661
Cora,2708,361,0.671492,0.496442,0.855363,Accept refinement,0.989661,0.789661
Cora,2708,362,0.503298,0.722257,0.889001,Accept refinement,0.989661,0.789661
Cora,2708,363,0.126479,0.957716,0.964365,Accept refinement,0.989661,0.789661
Cora,2708,364,0.001822,0.999668,0.989296,Keep original,0.989661,0.789661
Cora,2708,365,0.153371,0.945472,0.958987,Accept refinement,0.989661,0.789661
Cora,2708,366,0.886666,0.301004,0.812328,Accept refinement,0.989661,0.789661
Cora,2708,367,0.511652,0.652484,0.887331,Accept refinement,0.989661,0.789661
Cora,2708,368,0.014194,0.996621,0.986822,Keep original,0.989661,0.789661
Cora,2708,369,0.765554,0.508664,0.83655,Accept refinement,0.989661,0.789661
Cora,2708,370,0.002836,0.999443,0.989094,Keep original,0.989661,0.789661
Cora,2708,371,0.003961,0.999203,0.988869,Keep original,0.989661,0.789661
Cora,2708,372,0.473089,0.733638,0.895043,Accept refinement,0.989661,0.789661
Cora,2708,373,0.074166,0.976585,0.974828,Keep original,0.989661,0.789661
Cora,2708,374,0.318143,0.862011,0.926032,Accept refinement,0.989661,0.789661
Cora,2708,375,0.011822,0.997251,0.987297,Keep original,0.989661,0.789661
Cora,2708,376,0.675079,0.537249,0.854645,Accept refinement,0.989661,0.789661
Cora,2708,377,0.43367,0.725242,0.902927,Accept refinement,0.989661,0.789661
Cora,2708,378,0.136738,0.949651,0.962313,Accept refinement,0.989661,0.789661
Cora,2708,379,0.002373,0.999546,0.989186,Keep original,0.989661,0.789661
Cora,2708,380,0.845749,0.269637,0.820511,Accept refinement,0.989661,0.789661
Cora,2708,381,0.073736,0.977274,0.974914,Keep original,0.989661,0.789661
Cora,2708,382,0.849123,0.348893,0.819836,Accept refinement,0.989661,0.789661
Cora,2708,383,0.538232,0.502739,0.882015,Accept refinement,0.989661,0.789661
Cora,2708,384,0.221906,0.915653,0.94528,Accept refinement,0.989661,0.789661
Cora,2708,385,0.755604,0.522113,0.83854,Accept refinement,0.989661,0.789661
Cora,2708,386,0.405221,0.815255,0.908617,Accept refinement,0.989661,0.789661
Cora,2708,387,0.746033,0.491935,0.840454,Accept refinement,0.989661,0.789661
Cora,2708,388,0.787557,0.376625,0.83215,Accept refinement,0.989661,0.789661
Cora,2708,389,0.535294,0.51346,0.882602,Accept refinement,0.989661,0.789661
Cora,2708,390,0.48252,0.704286,0.893157,Accept refinement,0.989661,0.789661
Cora,2708,391,0.121425,0.959946,0.965376,Accept refinement,0.989661,0.789661
Cora,2708,392,0.011398,0.997368,0.987381,Keep original,0.989661,0.789661
Cora,2708,393,0.291413,0.881223,0.931378,Accept refinement,0.989661,0.789661
Cora,2708,394,0.622795,0.49639,0.865102,Accept refinement,0.989661,0.789661
Cora,2708,395,0.391157,0.824527,0.91143,Accept refinement,0.989661,0.789661
Cora,2708,396,0.110071,0.963295,0.967647,Accept refinement,0.989661,0.789661
Cora,2708,397,0.471405,0.542202,0.89538,Accept refinement,0.989661,0.789661
Cora,2708,398,0.478778,0.702952,0.893905,Accept refinement,0.989661,0.789661
Cora,2708,399,0.247573,0.899448,0.940146,Accept refinement,0.989661,0.789661
Cora,2708,400,0.061202,0.982071,0.977421,Keep original,0.989661,0.789661
Cora,2708,401,0.082497,0.972425,0.973162,Accept refinement,0.989661,0.789661
Cora,2708,402,0.516204,0.588481,0.88642,Accept refinement,0.989661,0.789661
Cora,2708,403,0.028048,0.992531,0.984051,Keep original,0.989661,0.789661
Cora,2708,404,0.151175,0.936607,0.959426,Accept refinement,0.989661,0.789661
Cora,2708,405,0.453316,0.512221,0.898998,Accept refinement,0.989661,0.789661
Cora,2708,406,0.00186,0.999655,0.989289,Keep original,0.989661,0.789661
Cora,2708,407,0.837721,0.281949,0.822117,Accept refinement,0.989661,0.789661
Cora,2708,408,0.006618,0.998589,0.988337,Keep original,0.989661,0.789661
Cora,2708,409,0.61871,0.629008,0.865919,Accept refinement,0.989661,0.789661
Cora,2708,410,0.010567,0.997634,0.987548,Keep original,0.989661,0.789661
Cora,2708,411,0.638168,0.458768,0.862027,Accept refinement,0.989661,0.789661
Cora,2708,412,0.040852,0.988885,0.981491,Keep original,0.989661,0.789661
Cora,2708,413,0.837229,0.463751,0.822215,Accept refinement,0.989661,0.789661
Cora,2708,414,0.659231,0.579051,0.857815,Accept refinement,0.989661,0.789661
Cora,2708,415,0.007564,0.998176,0.988148,Keep original,0.989661,0.789661
Cora,2708,416,0.820253,0.460842,0.82561,Accept refinement,0.989661,0.789661
Cora,2708,417,0.709966,0.53938,0.847668,Accept refinement,0.989661,0.789661
Cora,2708,418,0.098602,0.968435,0.969941,Accept refinement,0.989661,0.789661
Cora,2708,419,0.492243,0.737213,0.891212,Accept refinement,0.989661,0.789661
Cora,2708,420,0.484707,0.678601,0.89272,Accept refinement,0.989661,0.789661
Cora,2708,421,0.321312,0.862847,0.925399,Accept refinement,0.989661,0.789661
Cora,2708,422,0.32743,0.676542,0.924175,Accept refinement,0.989661,0.789661
Cora,2708,423,0.006236,0.998608,0.988414,Keep original,0.989661,0.789661
Cora,2708,424,0.787865,0.524941,0.832088,Accept refinement,0.989661,0.789661
Cora,2708,425,0.313963,0.861312,0.926868,Accept refinement,0.989661,0.789661
Cora,2708,426,0.028841,0.992503,0.983893,Keep original,0.989661,0.789661
Cora,2708,427,0.453839,0.774413,0.898893,Accept refinement,0.989661,0.789661
Cora,2708,428,0.073571,0.977619,0.974947,Keep original,0.989661,0.789661
Cora,2708,429,0.005678,0.998618,0.988525,Keep original,0.989661,0.789661
Cora,2708,430,0.310383,0.860026,0.927584,Accept refinement,0.989661,0.789661
Cora,2708,431,0.015827,0.995664,0.986495,Keep original,0.989661,0.789661
Cora,2708,432,0.685606,0.481885,0.85254,Accept refinement,0.989661,0.789661
Cora,2708,433,0.885398,0.325677,0.812581,Accept refinement,0.989661,0.789661
Cora,2708,434,0.078503,0.976084,0.97396,Keep original,0.989661,0.789661
Cora,2708,435,0.40146,0.793649,0.909369,Accept refinement,0.989661,0.789661
Cora,2708,436,0.117403,0.955968,0.96618,Accept refinement,0.989661,0.789661
Cora,2708,437,0.690532,0.526777,0.851555,Accept refinement,0.989661,0.789661
Cora,2708,438,0.030709,0.991138,0.983519,Keep original,0.989661,0.789661
Cora,2708,439,0.062722,0.981358,0.977116,Keep original,0.989661,0.789661
Cora,2708,440,0.18562,0.92723,0.952537,Accept refinement,0.989661,0.789661
Cora,2708,441,0.009393,0.997855,0.987782,Keep original,0.989661,0.789661
Cora,2708,442,0.01112,0.997174,0.987437,Keep original,0.989661,0.789661
Cora,2708,443,0.422503,0.758368,0.90516,Accept refinement,0.989661,0.789661
Cora,2708,444,0.110878,0.964396,0.967485,Accept refinement,0.989661,0.789661
Cora,2708,445,0.295154,0.867136,0.93063,Accept refinement,0.989661,0.789661
Cora,2708,446,0.32317,0.86065,0.925027,Accept refinement,0.989661,0.789661
Cora,2708,447,0.012318,0.997134,0.987197,Keep original,0.989661,0.789661
Cora,2708,448,0.272961,0.886096,0.935069,Accept refinement,0.989661,0.789661
Cora,2708,449,0.052696,0.983127,0.979122,Keep original,0.989661,0.789661
Cora,2708,450,0.351862,0.837855,0.919289,Accept refinement,0.989661,0.789661
Cora,2708,451,0.041405,0.988451,0.98138,Keep original,0.989661,0.789661
Cora,2708,452,0.088734,0.972569,0.971914,Keep original,0.989661,0.789661
Cora,2708,453,0.321717,0.827094,0.925318,Accept refinement,0.989661,0.789661
Cora,2708,454,0.378909,0.766183,0.913879,Accept refinement,0.989661,0.789661
Cora,2708,455,0.490177,0.733756,0.891625,Accept refinement,0.989661,0.789661
Cora,2708,456,0.065884,0.977951,0.976484,Keep original,0.989661,0.789661
Cora,2708,457,0.104049,0.963549,0.968851,Accept refinement,0.989661,0.789661
Cora,2708,458,0.000369,0.999941,0.989587,Keep original,0.989661,0.789661
Cora,2708,459,0.31177,0.871987,0.927307,Accept refinement,0.989661,0.789661
Cora,2708,460,0.662685,0.517091,0.857124,Accept refinement,0.989661,0.789661
Cora,2708,461,0.932988,0.283828,0.803063,Accept refinement,0.989661,0.789661
Cora,2708,462,0.768551,0.388767,0.835951,Accept refinement,0.989661,0.789661
Cora,2708,463,0.170173,0.934576,0.955626,Accept refinement,0.989661,0.789661
Cora,2708,464,0.159798,0.94186,0.957701,Accept refinement,0.989661,0.789661
Cora,2708,465,0.924348,0.35406,0.804791,Accept refinement,0.989661,0.789661
Cora,2708,466,0.012752,0.997104,0.987111,Keep original,0.989661,0.789661
Cora,2708,467,0.861624,0.342095,0.817336,Accept refinement,0.989661,0.789661
Cora,2708,468,0.205284,0.910358,0.948604,Accept refinement,0.989661,0.789661
Cora,2708,469,0.43682,0.796283,0.902297,Accept refinement,0.989661,0.789661
Cora,2708,470,0.097097,0.967811,0.970242,Accept refinement,0.989661,0.789661
Cora,2708,471,0.663225,0.589338,0.857016,Accept refinement,0.989661,0.789661
Cora,2708,472,0.040437,0.9884,0.981574,Keep original,0.989661,0.789661
Cora,2708,473,0.028273,0.991808,0.984006,Keep original,0.989661,0.789661
Cora,2708,474,0.706863,0.391856,0.848288,Accept refinement,0.989661,0.789661
Cora,2708,475,0.023364,0.99417,0.984988,Keep original,0.989661,0.789661
Cora,2708,476,0.262998,0.829417,0.937061,Accept refinement,0.989661,0.789661
Cora,2708,477,0.845749,0.269637,0.820511,Accept refinement,0.989661,0.789661
Cora,2708,478,0.360335,0.775343,0.917594,Accept refinement,0.989661,0.789661
Cora,2708,479,0.044852,0.987796,0.980691,Keep original,0.989661,0.789661
Cora,2708,480,0.61176,0.515997,0.867309,Accept refinement,0.989661,0.789661
Cora,2708,481,0.640721,0.445998,0.861517,Accept refinement,0.989661,0.789661
Cora,2708,482,0.076645,0.975431,0.974332,Keep original,0.989661,0.789661
Cora,2708,483,0.138428,0.952739,0.961975,Accept refinement,0.989661,0.789661
Cora,2708,484,0.017339,0.995826,0.986193,Keep original,0.989661,0.789661
Cora,2708,485,0.003047,0.999414,0.989052,Keep original,0.989661,0.789661
Cora,2708,486,0.022473,0.994295,0.985166,Keep original,0.989661,0.789661
Cora,2708,487,0.011539,0.997376,0.987353,Keep original,0.989661,0.789661
Cora,2708,488,0.720449,0.542927,0.845571,Accept refinement,0.989661,0.789661
Cora,2708,489,0.30114,0.869285,0.929433,Accept refinement,0.989661,0.789661
Cora,2708,490,0.400595,0.769871,0.909542,Accept refinement,0.989661,0.789661
Cora,2708,491,0.063816,0.981614,0.976898,Keep original,0.989661,0.789661
Cora,2708,492,0.060262,0.982171,0.977609,Keep original,0.989661,0.789661
Cora,2708,493,0.501848,0.724468,0.889291,Accept refinement,0.989661,0.789661
Cora,2708,494,0.171145,0.938244,0.955432,Accept refinement,0.989661,0.789661
Cora,2708,495,0.410018,0.750118,0.907657,Accept refinement,0.989661,0.789661
Cora,2708,496,0.223314,0.905924,0.944998,Accept refinement,0.989661,0.789661
Cora,2708,497,0.344731,0.832733,0.920715,Accept refinement,0.989661,0.789661
Cora,2708,498,0.828513,0.308087,0.823958,Accept refinement,0.989661,0.789661
Cora,2708,499,0.137617,0.948163,0.962137,Accept refinement,0.989661,0.789661
Cora,2708,500,0.454696,0.781984,0.898722,Accept refinement,0.989661,0.789661
Cora,2708,501,0.187014,0.932822,0.952258,Accept refinement,0.989661,0.789661
Cora,2708,502,0.394693,0.804942,0.910722,Accept refinement,0.989661,0.789661
Cora,2708,503,0.059561,0.982102,0.977749,Keep original,0.989661,0.789661
Cora,2708,504,0.678449,0.545841,0.853971,Accept refinement,0.989661,0.789661
Cora,2708,505,0.00334,0.99933,0.988993,Keep original,0.989661,0.789661
Cora,2708,506,0.680959,0.531431,0.853469,Accept refinement,0.989661,0.789661
Cora,2708,507,0.277478,0.820487,0.934165,Accept refinement,0.989661,0.789661
Cora,2708,508,0.528364,0.730678,0.883988,Accept refinement,0.989661,0.789661
Cora,2708,509,0.299757,0.864749,0.92971,Accept refinement,0.989661,0.789661
Cora,2708,510,0.869931,0.375594,0.815675,Accept refinement,0.989661,0.789661
Cora,2708,511,0.329494,0.851444,0.923762,Accept refinement,0.989661,0.789661
Cora,2708,512,0.385411,0.778831,0.912579,Accept refinement,0.989661,0.789661
Cora,2708,513,0.255377,0.892899,0.938586,Accept refinement,0.989661,0.789661
Cora,2708,514,0.094282,0.964333,0.970805,Accept refinement,0.989661,0.789661
Cora,2708,515,0.27984,0.88764,0.933693,Accept refinement,0.989661,0.789661
Cora,2708,516,0.638515,0.547768,0.861958,Accept refinement,0.989661,0.789661
Cora,2708,517,0.839027,0.303017,0.821855,Accept refinement,0.989661,0.789661
Cora,2708,518,0.316292,0.868208,0.926403,Accept refinement,0.989661,0.789661
Cora,2708,519,0.229187,0.904701,0.943824,Accept refinement,0.989661,0.789661
Cora,2708,520,0.642487,0.522959,0.861164,Accept refinement,0.989661,0.789661
Cora,2708,521,0.531885,0.736342,0.883284,Accept refinement,0.989661,0.789661
Cora,2708,522,0.212744,0.906714,0.947112,Accept refinement,0.989661,0.789661
Cora,2708,523,0.387585,0.81506,0.912144,Accept refinement,0.989661,0.789661
Cora,2708,524,0.118373,0.961148,0.965986,Accept refinement,0.989661,0.789661
Cora,2708,525,0.000627,0.999892,0.989536,Keep original,0.989661,0.789661
Cora,2708,526,0.136669,0.952814,0.962327,Accept refinement,0.989661,0.789661
Cora,2708,527,0.037046,0.989255,0.982252,Keep original,0.989661,0.789661
Cora,2708,528,0.604076,0.605962,0.868846,Accept refinement,0.989661,0.789661
Cora,2708,529,0.205351,0.894228,0.948591,Accept refinement,0.989661,0.789661
Cora,2708,530,0.646389,0.613715,0.860383,Accept refinement,0.989661,0.789661
Cora,2708,531,0.099491,0.96559,0.969763,Accept refinement,0.989661,0.789661
Cora,2708,532,0.098214,0.968991,0.970018,Accept refinement,0.989661,0.789661
Cora,2708,533,0.216315,0.914753,0.946398,Accept refinement,0.989661,0.789661
Cora,2708,534,0.043264,0.988157,0.981008,Keep original,0.989661,0.789661
Cora,2708,535,0.447536,0.618041,0.900154,Accept refinement,0.989661,0.789661
Cora,2708,536,0.48183,0.690207,0.893295,Accept refinement,0.989661,0.789661
Cora,2708,537,0.081998,0.971904,0.973261,Accept refinement,0.989661,0.789661
Cora,2708,538,0.209022,0.913253,0.947856,Accept refinement,0.989661,0.789661
Cora,2708,539,0.58242,0.676797,0.873177,Accept refinement,0.989661,0.789661
Cora,2708,540,0.002298,0.999564,0.989201,Keep original,0.989661,0.789661
Cora,2708,541,0.002322,0.999551,0.989197,Keep original,0.989661,0.789661
Cora,2708,542,0.041352,0.988683,0.981391,Keep original,0.989661,0.789661
Cora,2708,543,0.418224,0.673137,0.906016,Accept refinement,0.989661,0.789661
Cora,2708,544,0.27862,0.876697,0.933937,Accept refinement,0.989661,0.789661
Cora,2708,545,0.32743,0.676542,0.924175,Accept refinement,0.989661,0.789661
Cora,2708,546,0.821676,0.392126,0.825326,Accept refinement,0.989661,0.789661
Cora,2708,547,0.454011,0.788681,0.898859,Accept refinement,0.989661,0.789661
Cora,2708,548,0.853394,0.292437,0.818982,Accept refinement,0.989661,0.789661
Cora,2708,549,0.165607,0.931834,0.95654,Accept refinement,0.989661,0.789661
Cora,2708,550,0.088932,0.972246,0.971875,Keep original,0.989661,0.789661
Cora,2708,551,0.528431,0.730345,0.883975,Accept refinement,0.989661,0.789661
Cora,2708,552,0.206754,0.922723,0.94831,Accept refinement,0.989661,0.789661
Cora,2708,553,0.841626,0.318821,0.821336,Accept refinement,0.989661,0.789661
Cora,2708,554,0.685468,0.556809,0.852567,Accept refinement,0.989661,0.789661
Cora,2708,555,0.670263,0.502383,0.855608,Accept refinement,0.989661,0.789661
Cora,2708,556,0.35794,0.83317,0.918073,Accept refinement,0.989661,0.789661
Cora,2708,557,0.436982,0.783671,0.902265,Accept refinement,0.989661,0.789661
Cora,2708,558,0.106246,0.960465,0.968412,Accept refinement,0.989661,0.789661
Cora,2708,559,0.09119,0.970194,0.971423,Accept refinement,0.989661,0.789661
Cora,2708,560,0.114695,0.955602,0.966722,Accept refinement,0.989661,0.789661
Cora,2708,561,0.140686,0.949438,0.961524,Accept refinement,0.989661,0.789661
Cora,2708,562,0.636965,0.441331,0.862268,Accept refinement,0.989661,0.789661
Cora,2708,563,0.262889,0.888971,0.937083,Accept refinement,0.989661,0.789661
Cora,2708,564,0.02654,0.993131,0.984353,Keep original,0.989661,0.789661
Cora,2708,565,0.049544,0.984507,0.979752,Keep original,0.989661,0.789661
Cora,2708,566,0.673003,0.515079,0.85506,Accept refinement,0.989661,0.789661
Cora,2708,567,0.033817,0.989866,0.982898,Keep original,0.989661,0.789661
Cora,2708,568,0.058925,0.981455,0.977876,Keep original,0.989661,0.789661
Cora,2708,569,0.359499,0.815711,0.917761,Accept refinement,0.989661,0.789661
Cora,2708,570,0.457243,0.749741,0.898212,Accept refinement,0.989661,0.789661
Cora,2708,571,0.813216,0.27658,0.827018,Accept refinement,0.989661,0.789661
Cora,2708,572,0.723238,0.428112,0.845013,Accept refinement,0.989661,0.789661
Cora,2708,573,0.38864,0.686089,0.911933,Accept refinement,0.989661,0.789661
Cora,2708,574,0.059561,0.982102,0.977749,Keep original,0.989661,0.789661
Cora,2708,575,0.122977,0.956159,0.965066,Accept refinement,0.989661,0.789661
Cora,2708,576,0.067184,0.977977,0.976224,Keep original,0.989661,0.789661
Cora,2708,577,0.451172,0.604551,0.899427,Accept refinement,0.989661,0.789661
Cora,2708,578,0.58117,0.656399,0.873427,Accept refinement,0.989661,0.789661
Cora,2708,579,0.028295,0.992592,0.984002,Keep original,0.989661,0.789661
Cora,2708,580,0.021609,0.994598,0.985339,Keep original,0.989661,0.789661
Cora,2708,581,0.722045,0.471578,0.845252,Accept refinement,0.989661,0.789661
Cora,2708,582,0.039084,0.989175,0.981844,Keep original,0.989661,0.789661
Cora,2708,583,0.054127,0.98461,0.978835,Keep original,0.989661,0.789661
Cora,2708,584,0.123686,0.959508,0.964924,Accept refinement,0.989661,0.789661
Cora,2708,585,0.164177,0.916686,0.956826,Accept refinement,0.989661,0.789661
Cora,2708,586,0.227345,0.910186,0.944192,Accept refinement,0.989661,0.789661
Cora,2708,587,0.003761,0.999188,0.988909,Keep original,0.989661,0.789661
Cora,2708,588,0.12263,0.95561,0.965135,Accept refinement,0.989661,0.789661
Cora,2708,589,0.057454,0.981132,0.97817,Keep original,0.989661,0.789661
Cora,2708,590,0.379784,0.827864,0.913704,Accept refinement,0.989661,0.789661
Cora,2708,591,0.737644,0.386748,0.842132,Accept refinement,0.989661,0.789661
Cora,2708,592,0.660508,0.456864,0.857559,Accept refinement,0.989661,0.789661
Cora,2708,593,0.530225,0.581623,0.883616,Accept refinement,0.989661,0.789661
Cora,2708,594,0.668162,0.520724,0.856029,Accept refinement,0.989661,0.789661
Cora,2708,595,0.099024,0.968205,0.969856,Accept refinement,0.989661,0.789661
Cora,2708,596,0.031526,0.991573,0.983356,Keep original,0.989661,0.789661
Cora,2708,597,0.545782,0.64836,0.880504,Accept refinement,0.989661,0.789661
Cora,2708,598,0.001907,0.999639,0.98928,Keep original,0.989661,0.789661
Cora,2708,599,0.064628,0.981029,0.976735,Keep original,0.989661,0.789661
Cora,2708,600,0.842488,0.358745,0.821163,Accept refinement,0.989661,0.789661
